case_id,title,pmid_or_doi,journal,year,disease_primary,icd_or_ordo_id,patient_age_group,patient_sex,presentation_summary,features_summary,negative_findings,diagnostic_tests_summary,treatment_summary,outcome,follow_up,has_figures,figure_count,oa_status,fulltext_url,license_note,parse_status,notes
pmid:41694634,Atypical Gene Rearrangement of the COL1A1::PDGFB Fusion in Dermatofibrosarcoma Protuberans of the Abdominal Wall: A Case Report.,PMID:41694634; DOI:10.1002/ccr3.71949,Clinical case reports,2026,,,,,"The aim of this case report is to introduce the reader to dermatofibrosarcoma protuberans (DFSP). In addition to the general characteristics of this rare skin tumor with possible metastatic potential, we also describe an atypical genetic finding that made our patient's case unique.",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09051
pmid:41404517,Gender transition and intellectual developmental disorders: a case report.,PMID:41404517; DOI:10.1093/sexmed/qfaf098,Sexual medicine,2025,,,,,"<h4>Introduction</h4>Various studies have shown a high association between gender incongruence (GI) and mental disorders, and a higher presence of GI in certain populations such as autism spectrum disorder. The scientific literature on GI in people with intellectual developmental disorder (IDD) is very sparse, no data on the effects of gender-affirming hormone therapy and gender-affirming surgery ",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09052
pmid:41728388,Septic Arthritis of the Shoulder Following Ozone Therapy: A Case Report.,PMID:41728388; DOI:10.7759/cureus.101935,Cureus,2026,,,,,"Ozone therapy does not yet have a fully understood mechanism of action, and its use should be approached with caution. Septic arthritis, an acute joint infection, requires immediate intervention due to its severity and the risk of complications such as sepsis and permanent damage. This is a qualitative case report based on medical record analysis, along with a literature review on ozone therapy. A",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09053
pmid:41742987,Orbital Plasmacytoma as the Initial Presentation of Multiple Myeloma: A Case Report.,PMID:41742987; DOI:10.7759/cureus.102225,Cureus,2026,,,,,"Multiple myeloma is a plasma cell dyscrasia that can lead to bone, renal, and hematologic complications. While multiple myeloma often manifests as a systemic disease, extramedullary manifestations can also occur in more advanced or aggressive forms of the disease. One of these manifestations is orbital plasmacytomas, which are rare and can often mimic other orbital pathologies, complicating diagno",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09054
pmid:41584395,Langerhans Cell Histiocytosis Presenting With Diabetes Insipidus in a 2 Years Old Child: A Case Report.,PMID:41584395; DOI:10.1002/ccr3.71904,Clinical case reports,2026,,,,,"This case report highlights that Langerhans cell histiocytosis should be suspected in the differential diagnosis for children who exhibit failure to thrive, diabetes insipidus, and skin lesions. Early recognition and timely management are crucial for preventing irreversible hypothalamic-pituitary damage and improving outcomes.",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09055
pmid:41815698,A Case Report on Gossypiboma: A Glitch in Safe Surgical Practice.,PMID:41815698; DOI:10.13107/jocr.2026.v16.i03.6912,Journal of orthopaedic case reports,2026,,,,,"<h4>Introduction</h4>Inadvertent retention of surgical cotton gauze or cotton material in the surgical field is described as Gossypiboma. It is a rare event in orthopedic surgery, and hence the diagnosis is obscured in the setting of early surgical site infection (SSI) and is often initially mistaken with breach in the aseptic technique, improper autoclaved instruments, long duration of surgery, p",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09056
pmid:41782951,Clinical Reasoning-Led Physiotherapy Intervention for Biceps Tendinopathy: A Case Report.,PMID:41782951; DOI:10.1002/ccr3.72189,Clinical case reports,2026,,,,,"Long head of biceps tendinopathy (LHBT) is a common source of anterior shoulder pain, often misdiagnosed due to overlapping symptoms with other shoulder disorders. This case report presents a 56-year-old female with chronic shoulder pain managed through a clinical reasoning-guided physiotherapy program. Assessment using clinical reasoning, including the International Classification of Functioning,",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09057
pmid:41853109,Invasive &lt;i&gt;Ureaplasma&lt;/i&gt; infection in a pediatric patient: a case report.,PMID:41853109; DOI:10.1128/asmcr.00164-25,ASM case reports,2026,,,,,"<h4>Background</h4><i>Ureaplasma</i> spp. are a rare cause of invasive disease outside of the neonatal period. Recent studies have shown that immunosuppression with B-cell depleting therapies, such as rituximab or obinutuzumab, can increase the risk of invasive infection. We present a case in which a patient receiving B-cell depleting therapy for anti-neutrophil cytoplasmic antibody-associated vas",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09058
pmid:41613341,Navigating Through Technical Difficulties in Operating Massive Cervical Fibroid-A Case Report and Narrative Review.,PMID:41613341; DOI:10.1155/crog/8529785,Case reports in obstetrics and gynecology,2026,,,,,"<h4>Introduction</h4>Total abdominal hysterectomy (TAH), commonly referred to as extrafascial hysterectomy, is widely used in standard gynecological practice. However, hysterectomy performed in cervical leiomyoma presents greater challenges and pitfalls that require a modified approach. This case report wishes to highlight the importance of anatomical identification and the application of the intr",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09059
pmid:41502903,Sclerosing perineurioma of the anterior chest wall in an active Caucasian toddler: a case report.,PMID:41502903; DOI:10.21037/tp-2025-625,Translational pediatrics,2025,,,,,"<h4>Background</h4>Perineurioma is a rare benign tumor of the peripheral nerve sheath, encompassing intraneural, traditional soft tissue, reticular, and sclerosing variants. Sclerosing perineurioma is a rare variation that predominantly manifests on the hands of young adults, presenting as a tiny, painless subcutaneous tumor. The incidence of pediatric perineurioma is very low, with only a few doz",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09060
pmid:41659936,Buccal Space Implantation of a Toothbrush Following Traumatic Fall: A Case Report.,PMID:41659936; DOI:10.1002/ccr3.72002,Clinical case reports,2026,,,,,"Impalement injuries to the oral cavity are common in preschool-aged children due to their tendency to fall while holding objects in their mouths. A variety of items, including pencils, straws, cylindrical toys, chopsticks, spoons, forks, and toothbrushes, can lead to such injuries. This case report discusses the management of a 4-year-old girl who sustained an accidental toothbrush impalement into",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09061
pmid:41737521,Epidermal inclusion cyst of the breast: A case report.,PMID:41737521; DOI:10.1016/j.radcr.2026.01.065,Radiology case reports,2026,,,,,"Epidermal inclusion cysts are nonmalignant proliferations of squamous epithelium situated within the dermis. Their presence in the breast is uncommon and presents considerable diagnostic difficulty. This case report aims to elucidate the multimodal imaging findings and differential diagnosis of a rare breast epidermal inclusion cyst, highlighting its capacity to mimic malignant neoplasms. We prese",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09062
pmid:41873300,Understanding and Managing Ménière's Disease: A Comprehensive Case Report.,PMID:41873300; DOI:10.7759/cureus.103960,Cureus,2026,,,,,"Ménière's disease (MD) is a chronic vestibular disorder characterized by recurrent vertigo, fluctuating sensorineural hearing loss (SNHL), tinnitus, and aural fullness, with an unpredictable course that can significantly impair quality of life. Endolymphatic hydrops (EH) remains the hallmark histopathological finding; however, its underlying pathophysiology is not fully understood and likely refle",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09063
pmid:41863787,Robotic Surgical Repair of a Parahiatal Hernia: A Case Report.,PMID:41863787; DOI:10.12659/ajcr.950925,The American journal of case reports,2026,,,,,"BACKGROUND Parahiatal hernias (PHHs) are uncommon diaphragmatic defects that can resemble paraesophageal hiatal hernias (PEHs), resulting in a diagnostic challenge and the potential for inappropriate preoperative surgical planning. Preoperative differentiation of PHH from PEH is difficult due to their anatomic proximity to the esophageal hiatus. This report highlights the importance of intraoperat",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09064
pmid:41281854,Distal Fibula Osteochondroma with Peroneal Tendon Subluxation - A Case Report.,PMID:41281854; DOI:10.13107/jocr.2025.v15.i11.6366,Journal of orthopaedic case reports,2025,,,,,"<h4>Introduction</h4>The most prevalent benign bone tumor is osteochondroma. It typically manifests around the knee, most frequently in the distal femur, proximal tibia, and proximal fibula. Clinical characteristics vary depending on the site and pressure effects on neighboring structures. The existence of both non-traumatic peroneal tendon subluxation and distal fibula osteochondroma is uncommon.",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09065
pmid:41613719,Cecal Leiomyosarcoma Management: A Case Report and Review of Literature.,PMID:41613719; DOI:10.7759/cureus.100334,Cureus,2025,,,,,"Leiomyosarcomas are very rare soft tissue sarcomas originating from smooth muscle cells. This neoplasm can develop in various places around the body, including but not limited to the uterus, retroperitoneum, colon, blood vessels, and bladder. This case report details the discovery of a cecal leiomyosarcoma in a patient who presented to the emergency department after a year of abdominal pain, fatig",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09066
pmid:41608109,Microsporidium Keratitis After Hurricane Francine: A Case Report.,PMID:41608109; DOI:10.1155/crop/5069667,Case reports in ophthalmological medicine,2026,,,,,"Microsporidial ocular infections are being increasingly reported, especially in temperate climates. In this case report, we describe five patients who presented to a private ophthalmology practice in Southeastern Louisiana in 2024, all within 3 months of Hurricane Francine landing. The patients' ages ranged from 5 to 23 and included two female and three male patients. All patients except one had e",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09067
pmid:41836044,Myxoid liposarcoma of the leg: a case report.,PMID:41836044; DOI:10.1093/bjrcr/uaaf055,BJR case reports,2026,,,,,"Myxoid liposarcoma is the second most frequent subtype of liposarcoma, affecting predominantly the extremities, as seen in our case report. Diagnosing myxoid liposarcoma using imaging can be challenging due to its characteristics on both CT and MRI; for this reason, a combination of imaging techniques and histological patterns is necessary to accurately assess the tumour and subsequently make a pr",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09068
pmid:41250768,Tuberculous Lymphadenitis in Children: A Coincidental Diagnosis-A Case Report.,PMID:41250768; DOI:10.1155/crid/8893555,Case reports in dentistry,2025,,,,,"<h4>Background</h4>The discovery of a cervicofacial swelling is a common concern among the pediatric population with a broad range of potential diagnoses. While infectious origins related to dental infection are frequent, it is crucial not to overlook other systemic causes. Among these causes, cervical tuberculous lymphadenitis (CTL) stands out as one of the most common forms of extrapulmonary tub",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09069
pmid:41676178,Beyond the genome: a rare case report of cutis laxa.,PMID:41676178; DOI:10.21037/acr-2025-254,AME case reports,2026,,,,,"<h4>Background</h4>Cutis laxa is a heterogeneous group of rare connective tissue pathologies characterized by dermal flaccidity and diminished cutaneous elasticity, often associated with phenotypic features of premature aging. The inherited variants of cutis laxa have various modes of genetic transmission and phenotypic heterogeneity and are categorized into three main categories based on inherita",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09070
pmid:41517439,Diagnostic Challenges of OHVIRA Syndrome-A Case Report.,PMID:41517439; DOI:10.3390/jcm15010190,Journal of clinical medicine,2025,,,,,"<b>Background and Clinical Significance</b>: Herlyn-Werner-Wunderlich (HWW) syndrome, also known as OHVIRA syndrome (Obstructed HemiVagina and Ipsilateral Renal Anomaly), is a rare congenital anomaly of the female urogenital system characterized by uterine duplication, unilateral vaginal obstruction, and renal agenesis on the same side. The condition often remains undiagnosed until adolescence, wh",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09071
pmid:41458277,Case report: the challenges of psychogenic polydipsia.,PMID:41458277; DOI:10.1093/omcr/omaf278,Oxford medical case reports,2025,,,,,"<h4>Aim</h4>We describe a case report of a 71-year-old with a long history of Paranoid Schizophrenia presenting with psychogenic polydipsia.<h4>Background</h4>Psychogenic polydipsia is a rare and challenging complication of Paranoid Schizophrenia. Research is limited with regards to how to treat this effectively, however the management normally involves fluid restriction and behavioural therapy.<h",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09072
pmid:41907513,Sturge-Weber syndrome type III in pediatrics: a case report.,PMID:41907513; DOI:10.3389/fradi.2026.1767963,Frontiers in radiology,2026,,,,,"Sturge-Weber syndrome (SWS) type III is a rare neurocutaneous disorder characterized by isolated neurological involvement without cutaneous or ocular manifestations. This case report describes the clinical, laboratory, and imaging findings of a 5-year-old male patient with SWS type III who presented with recurrent headaches and convulsions for 1 year. No facial hemangioma was noted on physical exa",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09073
pmid:41769454,Management of a Patient With Gynecomastia With Ventriculoperitoneal (VP) Shunt: A Case Report.,PMID:41769454; DOI:10.7759/cureus.102407,Cureus,2026,,,,,"Ventriculoperitoneal (VP) shunts traverse the anterior chest through breast parenchyma. Any breast surgery planned for patients with VP shunts requires extra caution, as it poses a risk of injury to the shunt. This is a case report of a 19-year-old male patient who had bilateral (B/L) gynecomastia, with a pre-existing VP shunt, and was operated successfully by power-assisted liposuction (PAL) with",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09074
pmid:41777891,Pulmonary light chain deposition disease secondary to Sjögren disease: a case report.,PMID:41777891; DOI:10.3389/fimmu.2026.1747455,Frontiers in immunology,2026,,,,,"Pulmonary light chain deposition disease (PLCDD) is a rare disorder characterized by the deposition of immunoglobulin light chains in the lungs, often associated with lymphoplasmacytic proliferative and autoimmune disease such as primary Sjögren disease (pSjD). Due to its rarity, there is currently no established definitive management of PLCDD. In this case report, we present the clinical presenta",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09075
pmid:41618760,Abdominal ectopic splenosis in pregnancy: A case report.,PMID:41618760; DOI:10.1177/03000605261416731,The Journal of international medical research,2026,,,,,"Ectopic splenosis is a disorder caused by the overflow of splenic myeloid cells or intravascular migration after splenic trauma or splenectomy. It is often asymptomatic and detected incidentally during imaging evaluation. Splenosis lacks specificity on clinical imaging examinations such as ultrasound, computed tomography, and magnetic resonance imaging and is often confused with tumors. We report ",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09076
pmid:41561956,Exogenous lipoid pneumonia masquerading as a pulmonary nodule: a case report.,PMID:41561956; DOI:10.3389/fmed.2025.1723734,Frontiers in medicine,2025,,,,,"This case report describes a patient with exogenous lipoid pneumonia (ELP) presenting as a solitary pulmonary nodule. ELP is a rare chronic pulmonary disorder characterized by nonspecific clinical symptoms and imaging findings. When manifesting as a mass or nodule, features such as lobulation and spiculation on imaging can closely resemble lung cancer, frequently leading to misdiagnosis and unnece",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09077
pmid:41710650,Comment on 'Fulminant Myocarditis in Immune-Mediated Thrombotic Thrombocytopenic Purpura: A Case Report'.,PMID:41710650; DOI:10.1002/ams2.70122,Acute medicine & surgery,2026,,,,,"We commented on a recent case report of fulminant myocarditis in immune-mediated thrombotic thrombocytopenic purpura (iTTP). While the authors attributed cardiac dysfunction to myocarditis, we caution that microvascular ischemia remains a plausible mechanism, given the clinical context and nonspecific imaging. Diagnostic clarity is essential because therapeutic strategies may differ from one anoth",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09078
pmid:41509749,Fractured Connection: Unmasking Primary Hyperparathyroidism through Bilateral Quadriceps Tendon Rupture - A Case Report.,PMID:41509749; DOI:10.13107/jocr.2025.v15.i12.6474,Journal of orthopaedic case reports,2025,,,,,"<h4>Introduction</h4>Bilateral spontaneous quadriceps tendon rupture (QTR) is extremely rare. This condition involves the simultaneous tear of the fibrous tissue connecting the quadriceps muscle to the patella bone. The importance of prompt diagnosis is emphasized, as early recognition is crucial for initiating appropriate treatment and achieving optimal outcomes.<h4>Case report</h4>This article p",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09079
pmid:41815775,Richter-like transformation of CLL/SLL after a temporary hold of ibrutinib: A case report.,PMID:41815775; DOI:10.1016/j.lrr.2026.100578,Leukemia research reports,2026,,,,,"Bruton tyrosine kinase (BTK) inhibitors are used to treat chronic lymphocytic leukemia/small lymphocytic lymphoma (CLL/SLL), providing survival benefits over traditional chemoimmunotherapy. Richter transformation is the transformation of CLL/SLL into an aggressive lymphoma, typically necessitating an immediate start of treatment. This case report presents a CLL/SLL patient developing pathology-pro",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09080
pmid:41658723,A Case Report of Familial Facial Nerve Palsy in an Infant.,PMID:41658723; DOI:10.7759/cureus.101099,Cureus,2026,,,,,"This is a case report of a three-year-old patient who was evaluated in the emergency department with noted facial nerve palsy in the setting of a family history of facial nerve palsy at similar ages. The patient presented with unilateral facial nerve palsy, with multiple family members experiencing this illness at young ages. Data is still insufficient to know the optimal treatment in this age gro",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09081
pmid:41509783,Double Angle Varus Corrective Osteotomy in a Case of Severe Coxa Vara - A Case Report.,PMID:41509783; DOI:10.13107/jocr.2025.v15.i12.6466,Journal of orthopaedic case reports,2025,,,,,"<h4>Introduction</h4>The most common site of tumors is the femur in the adolescent group. As the tumour progresses in the proximal and distal metaphysis, the biomechanics of the hip and knee joints are changed, respectively. This case report is a coxa vara in an adolescent boy with fibrosis dysplasia - shepherd crook deformity, and a corrective osteotomy was done with some complications and succes",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09082
pmid:41669351,Electroacupuncture for chemotherapy-induced hemifacial spasm: a case report.,PMID:41669351; DOI:10.3389/fmed.2026.1700524,Frontiers in medicine,2026,,,,,"<h4>Introduction</h4>Hemifacial spasm (HFS) is a neurological disorder characterized by involuntary, paroxysmal twitching of facial muscles, primarily presenting as sudden and recurrent contractions on one side of the face. This case report described the therapeutic effect of electroacupuncture (EA) in a cervical cancer patient who developed HFS following chemotherapy.<h4>Case description</h4>A 60",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09083
pmid:41502835,Skin Fragility-Woolly Hair Syndrome (SFWHS): A Case Report.,PMID:41502835; DOI:10.7759/cureus.100931,Cureus,2026,,,,,"Skin fragility, palmoplantar keratoderma, and characteristic woolly hair are defining features of skin fragility-woolly hair syndrome (SFWHS), an extremely rare inherited disorder. This condition is classified within the group of desmosomal disorders, which are associated with compromised structural integrity of the skin and hair. Clinically, affected individuals often present with hair fragility,",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09084
pmid:41487279,"Longitudinal Syringomyelia, Cervical Dystonia, and Action Tremor in Trichorhinophalangeal Syndrome Type I - A Case Report.",PMID:41487279; DOI:10.5334/tohm.1116,"Tremor and other hyperkinetic movements (New York, N.Y.)",2025,,,,,"<h4>Background</h4>Trichorhinophalangeal syndrome type I (TRPS I) is a rare, autosomal dominant disorder characterized by facial abnormalities, sparse hair, and skeletal deformities, including the skull base.<h4>Case report</h4>We report the case of a patient with TRPS I who was found to have syringomyelia and a movement disorder complex including action tremor and cervical dystonia.<h4>Discussion",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09085
pmid:41859164,Case Report: Abnormal uterine bleeding caused by displacement of an intrauterine device.,PMID:41859164; DOI:10.3389/fmed.2026.1765829,Frontiers in medicine,2026,,,,,"Though rare, complications associated with intrauterine devices (IUDs) can present with atypical symptoms, leading to diagnostic challenges. This case report describes a 36-year-old multiparous woman with a history of IUD insertion who presented with intermittent light bleeding menstrual periods for 1 year, in the without abdominal pain or dysmenorrhea. Imaging studies (including pelvic X-ray and ",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09086
pmid:41180650,Leiomyosarcoma of the inferior vena cava: case report.,PMID:41180650; DOI:10.1097/ms9.0000000000002701,Annals of medicine and surgery (2012),2025,,,,,"<h4>Introduction and importance</h4>Leiomyosarcomas of the inferior vena cava are exceedingly rare tumors, presenting diagnostic dilemmas due to their nonspecific clinical features. This case report aims to shed light on the challenges associated with diagnosing and managing such tumors, emphasizing the importance of a multidisciplinary approach. This article uses Surgical CASe Report (SCARE) 2023",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09087
pmid:41737094,Large Vulvar Fibroepithelial Stromal Polyp With Superficial Vascular Thrombosis: A Case Report.,PMID:41737094; DOI:10.7759/cureus.102188,Cureus,2026,,,,,"The present case report concerns a postmenopausal patient who presented to the gynecological outpatient clinic of the hospital with a two-year history of a pedunculated mass located in the vulvar region, which had gradually increased in size. During the preceding six months, the patient reported discomfort and difficulty during ambulation and sitting, as well as intermittent mild vulvar pain not a",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09088
pmid:41684407,Acquired Coagulation Factor XIII Deficiency With Spontaneous Splenic Rupture: A Case Report.,PMID:41684407; DOI:10.1002/ccr3.72030,Clinical case reports,2026,,,,,"Coagulation factor XIII deficiency (FXIIID) is a rare hemorrhagic disease, mainly manifested as skin ecchymosis and hematoma. Because of its atypical clinical manifestations and normal results of routine coagulation test, platelet count and function, it has brought great challenges to the diagnosis. This case report introduces the diagnosis and treatment of an elderly male patient with FXIIID in d",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09089
pmid:41624282,Case Report: Inhaled salbutamol in the successful treatment of life-threatening acute hyperkalaemia in an anaesthetised horse.,PMID:41624282; DOI:10.3389/fvets.2025.1663681,Frontiers in veterinary science,2025,,,,,"Hyperkalaemia is an uncommon complication of general anaesthesia in healthy horses. This case report describes the occurrence of life-threatening acute hyperkalaemia in a 13-year-old, female French Trotter anaesthetised for experimental right and left atrial 3D electro-anatomical mapping. Intra-operative development of hyperkalaemia (7.55 mmol/L) (Ref. 3.00-4.00 mmol/L) with atrial standstill on E",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09090
pmid:41859027,Refractory ventricular tachycardia storm with 42 ICD shocks in 24 h: A case report.,PMID:41859027; DOI:10.3892/mi.2026.306,Medicine international,2026,,,,,"An electrical storm (ES) represents a critical arrhythmic emergency, often associated with high morbidity and mortality rates in patients with underlying structural heart disease. Despite therapeutic advancements, its management remains challenging. The present case report describes an exceptional case of ES marked by 42 appropriate implantable cardioverter-defibrillator (ICD) shocks within a peri",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09091
pmid:41725906,A novel 'wrap-and-patch' omental flap technique for the repair of uretero-uterine fistula: A case report.,PMID:41725906; DOI:10.1016/j.eucr.2026.103373,Urology case reports,2026,,,,,"Uretero-uterine fistula (UUF) is an exceedingly rare complication following cesarean section. Due to its scarcity, established management guidelines are lacking, and surgical intervention is typically required for complex or delayed presentations where tissue fibrosis complicates repair. This case report introduces a classification for cyclic hematuria (menouria) and describes a novel surgical app",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09092
pmid:41281835,Kienböck's Disease - A Case Report: Treatment of Two Advanced Cases.,PMID:41281835; DOI:10.13107/jocr.2025.v15.i11.6296,Journal of orthopaedic case reports,2025,,,,,"<h4>Introduction</h4>Kienböck's disease is a rare and progressive osteonecrotic condition of the lunate that, in the absence of appropriate management, can result in irreversible structural deterioration of the wrist, collapse of the carpal architecture, and secondary osteoarthritis. Despite the existence of multiple therapeutic approaches, a standardized, evidence-based treatment algorithm has ye",,,,,,,unknown,,yes,,cc by-nc,metadata_only,T063 Europe PMC; manifest=DL09093
pmid:41560863,The development of metastatic meningioma in a canine patient post-immunotherapy case report.,PMID:41560863; DOI:10.3389/fvets.2025.1646793,Frontiers in veterinary science,2025,,,,,"Metastatic meningioma is a rare occurrence in canine patients, with only four previous cases reported. This case report examines a recurrent meningioma with pulmonary metastasis in a male Labradoodle that survived 28 months post clinical presentation. The meningioma recurred following surgery and treatment with an autologous tumor cell lysate vaccine. This case explores the potential role of immun",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09094
pmid:41693181,Left-Sided Portal Hypertension Induced by Splenic Arteriovenous Malformation: A Case Report.,PMID:41693181; DOI:10.12659/ajcr.950381,The American journal of case reports,2026,,,,,"BACKGROUND Left-sided portal hypertension (LSPH) is a rare condition that occurs when the splenic vein pressure elevated, which can lead to gastric varices, without abnormalities of hepatic function or esophageal varices. The main causes of LSPH are splenic vein compression, stenosis, and thrombosis. However, no cases of LSPH resulting from vascular malformation have been reported. In this case re",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09095
pmid:41585955,Miniscrew-Supported Palatal Expansion in Adults: A Clinical Case Report.,PMID:41585955; DOI:10.1155/crid/3434769,Case reports in dentistry,2026,,,,,"Maxillary transverse deficiency is a common issue in orthodontic clinics and presents a treatment challenge in adults due to increased resistance to midpalatal suture separation. Miniscrew-assisted rapid palatal expansion (MARPE) has become an effective alternative by providing skeletal anchorage and minimizing side effects on teeth; however, little has been reported about its impact on underlying",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09096
pmid:41618242,Pediatric chiasmatic cavernoma hemorrhage: a case report and review of the literature.,PMID:41618242; DOI:10.1186/s12887-025-06443-5,BMC pediatrics,2026,,,,,"<h4>Background</h4>Cavernomas arising in the region of the optic pathway are extremely rare, and data on their clinical characteristics are very limited.<h4>Case presentation</h4>We report the case of a 16-year-old healthy boy who presented with headache and sudden visual field loss. Imaging examination revealed a suprasellar lesion with hemorrhage. A rare case of cavernoma of the optic chiasm reg",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09097
pmid:41756699,Coexistence of Friedreich's Ataxia and Esophageal Cancer: A Case Report.,PMID:41756699; DOI:10.1002/ccr3.72153,Clinical case reports,2026,,,,,"Friedreich's ataxia (FA) is a rare autosomal recessive neurodegenerative disorder. Although FA is frequently associated with cardiomyopathy and diabetes mellitus, its coexistence with solid malignancies is exceptionally rare. To date, only a limited number of gastrointestinal cancers have been reported in patients with FA. This case report presents the first documented occurrence of esophageal squ",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09098
pmid:41641021,A case report of congenital anterior urethral diverticulum: Is parental consanguinity a possible risk factor?,PMID:41641021; DOI:10.1016/j.eucr.2026.103349,Urology case reports,2026,,,,,"This case report aimed to describe the clinical presentation and surgical management of a congenital anterior urethral diverticulum (CAUD) with parental consanguinity. A 4-year-old boy presented to our center, complaining of increasingly difficult urination for two days. His parents were Saudi cousins. A clean catch urine sample was positive for <i>E. coli</i> and was sensitive to Cefuroxime. A vo",,,,,,,unknown,,yes,,cc by-nc-nd,metadata_only,T063 Europe PMC; manifest=DL09099
pmid:41660169,Effects of Volume Overload: A Case Report of an Edema Bulla.,PMID:41660169; DOI:10.5070/m5.52206,Journal of education & teaching in emergency medicine,2026,,,,,We present a case of a 75-year-old female with a history of congestive heart failure who developed a large edema bulla on her right shin after running out of her home medications. The patient presented with swelling and a rapidly enlarging bulla that reached the size of a grapefruit. Physical examination revealed bilateral pitting edema and a 10 x 10 cm bulla filled with serous fluid. Dermatology ,,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09100
pmid:41869134,Novel Compound Heterozygous CFAP53 Variants in a Fetus With Situs Inversus Totalis: A Case Report.,PMID:41869134; DOI:10.7759/cureus.103723,Cureus,2026,,,,,"Heterotaxy defects can include morphological deviations that affect left-right symmetry. In this case report, we observed novel compound heterozygous <i>CFAP53</i>variants that affect laterality. Whole exome sequencing (WES) was performed during pregnancy. Prenatal exome sequencing is particularly valuable for fetuses with laterality defects, given the increasingly high diagnostic success observed",,,,,,,unknown,,yes,,cc by,metadata_only,T063 Europe PMC; manifest=DL09101
