openalex_id,pdf_path,txt_path,char_count,page_count,has_body,extract_error,source_url,source_domain_bucket,year,venue,source_batch,tags_modality,tags_method,topic_subtag,title
W3117155374,research_ops/cache/pdfs/T203_W3117155374.pdf,research_ops/parsed/pdfs/T203_W3117155374.txt,33105,6,yes,,https://arxiv.org/pdf/2012.11812,arxiv,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,other_preprint,Subject-independent Human Pose Image Construction with Commodity Wi-Fi
W3117303042,research_ops/cache/pdfs/T203_W3117303042.pdf,research_ops/parsed/pdfs/T203_W3117303042.txt,30034,7,yes,,https://biblio.ugent.be/publication/8699796/file/8699803,biblio.ugent.be,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,,MRI-based Synthetic CT in the Detection of Structural Lesions in Patients with Suspected Sacroiliitis: Comparison with MRI
W3117332772,research_ops/cache/pdfs/T203_W3117332772.pdf,research_ops/parsed/pdfs/T203_W3117332772.txt,74986,13,yes,,https://arxiv.org/pdf/2012.14584,arxiv,2020,IEEE Transactions on Medical Imaging,T180_TMI_2020_venue,medical_imaging,deep_learning,,Annotation-Efficient Learning for Medical Image Segmentation Based on Noisy Pseudo Labels and Adversarial Learning
W3117626355,research_ops/cache/pdfs/T203_W3117626355.pdf,research_ops/parsed/pdfs/T203_W3117626355.txt,60185,19,yes,,https://arxiv.org/pdf/2101.02323,arxiv,2020,IEEE Transactions on Medical Imaging,T180_TMI_2020_venue,medical_imaging,deep_learning,,Diminishing Uncertainty Within the Training Pool: Active Learning for Medical Image Segmentation
W3117849209,research_ops/cache/pdfs/T203_W3117849209.pdf,research_ops/parsed/pdfs/T203_W3117849209.txt,45751,10,yes,,https://arxiv.org/pdf/2012.13587,arxiv,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,other_preprint,Inception Convolution with Efficient Dilation Search
W3118709450,research_ops/cache/pdfs/T203_W3118709450.pdf,research_ops/parsed/pdfs/T203_W3118709450.txt,61109,12,yes,,https://arxiv.org/pdf/1812.10193,arxiv,2018,arXiv (Cornell University),T183_arxiv2018_medimg,preprint_broad,deep_learning,other_preprint,Application-driven Privacy-preserving Data Publishing with Correlated Attributes
W3119033526,research_ops/cache/pdfs/T203_W3119033526.pdf,research_ops/parsed/pdfs/T203_W3119033526.txt,58721,13,yes,,https://arxiv.org/pdf/1812.11675,arxiv,2018,arXiv (Cornell University),T183_arxiv2018_medimg,preprint_broad,deep_learning,other_preprint,Soft Autoencoder and Its Wavelet Adaptation Interpretation
W3119388964,research_ops/cache/pdfs/T203_W3119388964.pdf,research_ops/parsed/pdfs/T203_W3119388964.txt,28428,6,yes,,https://arxiv.org/pdf/2101.00008,arxiv,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,other_preprint,Explainability Matters: Backdoor Attacks on Medical Imaging
W3119741805,research_ops/cache/pdfs/T203_W3119741805.pdf,research_ops/parsed/pdfs/T203_W3119741805.txt,53288,9,yes,,https://arxiv.org/pdf/2101.01781,arxiv,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,other_preprint,A Review of Artificial Intelligence Technologies for Early Prediction of Alzheimer's Disease
W3120918602,research_ops/cache/pdfs/T203_W3120918602.pdf,research_ops/parsed/pdfs/T203_W3120918602.txt,45720,20,yes,,https://arxiv.org/pdf/2101.05205,arxiv,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,imaging,Automated 3D cephalometric landmark identification using computerized tomography
W3122739582,research_ops/cache/pdfs/T203_W3122739582.pdf,research_ops/parsed/pdfs/T203_W3122739582.txt,42590,16,yes,,https://arxiv.org/pdf/2012.15754,arxiv,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,other_preprint,Limitations of Deep Neural Networks: a discussion of G. Marcus' critical appraisal of deep learning
W3128797821,research_ops/cache/pdfs/T203_W3128797821.pdf,research_ops/parsed/pdfs/T203_W3128797821.txt,77599,13,yes,,https://arxiv.org/pdf/2102.01284,arxiv,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,,Single Model Deep Learning on Imbalanced Small Datasets for Skin Lesion Classification
W3137168178,research_ops/cache/pdfs/T203_W3137168178.pdf,research_ops/parsed/pdfs/T203_W3137168178.txt,57366,12,yes,,https://arxiv.org/pdf/2010.10631,arxiv,2022,IEEE Transactions on Medical Imaging,T177_TMI_2022_venue,medical_imaging,deep_learning|computational_biomedicine,,ENSURE: A General Approach for Unsupervised Training of Deep Image Reconstruction Algorithms
W3138646989,research_ops/cache/pdfs/T203_W3138646989.pdf,research_ops/parsed/pdfs/T203_W3138646989.txt,65663,14,yes,,https://arxiv.org/pdf/2103.13127,arxiv,2021,2021 IEEE/CVF International Conference on Computer Vision (ICCV),T029_iccv_2021_S4363607764,medical_imaging,computer_vision|deep_learning,,Black-box Detection of Backdoor Attacks with Limited Information and Data
W3146229804,research_ops/cache/pdfs/T203_W3146229804.pdf,research_ops/parsed/pdfs/T203_W3146229804.txt,49689,14,yes,,https://arxiv.org/pdf/2104.00482,arxiv,2021,2021 IEEE/CVF International Conference on Computer Vision (ICCV),T029_iccv_2021_S4363607764,medical_imaging,computer_vision|deep_learning,,Sketch2Mesh: Reconstructing and Editing 3D Shapes from Sketches
W3153502837,research_ops/cache/pdfs/T203_W3153502837.pdf,research_ops/parsed/pdfs/T203_W3153502837.txt,43456,9,yes,,https://arxiv.org/pdf/2012.11107,arxiv,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,other_preprint,Forecasting Irreversible Disease via Progression Learning
W3158643607,research_ops/cache/pdfs/T203_W3158643607.pdf,research_ops/parsed/pdfs/T203_W3158643607.txt,49670,11,yes,,https://arxiv.org/pdf/2104.11745,arxiv,2021,2021 IEEE/CVF International Conference on Computer Vision (ICCV),T029_iccv_2021_S4363607764,medical_imaging,computer_vision|deep_learning,,Dynamic CT Reconstruction from Limited Views with Implicit Neural Representations and Parametric Motion Fields
W3160347156,research_ops/cache/pdfs/T203_W3160347156.pdf,research_ops/parsed/pdfs/T203_W3160347156.txt,22844,6,yes,,https://arxiv.org/pdf/1812.08367,arxiv,2018,arXiv (Cornell University),T183_arxiv2018_medimg,preprint_broad,deep_learning,imaging,2.5D Deep Learning for CT Image Reconstruction using a Multi-GPU\n implementation
W3161264107,research_ops/cache/pdfs/T203_W3161264107.pdf,research_ops/parsed/pdfs/T203_W3161264107.txt,82254,17,yes,,https://arxiv.org/pdf/2105.07142,arxiv,2021,2021 IEEE/CVF International Conference on Computer Vision (ICCV),T029_iccv_2021_S4363607764,medical_imaging,computer_vision|deep_learning,,Move2Hear: Active Audio-Visual Source Separation
W3173719354,research_ops/cache/pdfs/T203_W3173719354.pdf,research_ops/parsed/pdfs/T203_W3173719354.txt,68610,52,yes,,https://arxiv.org/pdf/2107.09442,arxiv,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,,Automated Segmentation and Volume Measurement of Intracranial Internal Carotid Artery Calcification at Noncontrast CT
W3175306446,research_ops/cache/pdfs/T203_W3175306446.pdf,research_ops/parsed/pdfs/T203_W3175306446.txt,51904,17,yes,,https://arxiv.org/pdf/2012.09654,arxiv,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,other_preprint,Detection and Prediction of Nutrient Deficiency Stress using Longitudinal Aerial Imagery
W3184370679,research_ops/cache/pdfs/T203_W3184370679.pdf,research_ops/parsed/pdfs/T203_W3184370679.txt,43415,11,yes,,https://arxiv.org/pdf/2012.10122,arxiv,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,imaging,Weakly-supervised Semantic Segmentation in Cityscape via Hyperspectral Image
W3185607546,research_ops/cache/pdfs/T203_W3185607546.pdf,research_ops/parsed/pdfs/T203_W3185607546.txt,38883,9,yes,,https://arxiv.org/pdf/2012.10812,arxiv,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,other_preprint,Quantum Optical Convolutional Neural Network: A Novel Image Recognition Framework for Quantum Computing
W3194103514,research_ops/cache/pdfs/T203_W3194103514.pdf,research_ops/parsed/pdfs/T203_W3194103514.txt,43939,8,yes,,https://doras.dcu.ie/30654/1/IROS24_1647.pdf,doras.dcu.ie,2024,,T171_2024_search_mm_bio,clinical_translational,deep_learning|foundation_models,,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)
W3195866476,research_ops/cache/pdfs/T203_W3195866476.pdf,research_ops/parsed/pdfs/T203_W3195866476.txt,109516,62,yes,,https://aaltodoc.aalto.fi/bitstreams/d72a1693-5ec2-462c-b55f-77f1e2181135/download,aaltodoc.aalto.fi,2021,2021 IEEE/CVF International Conference on Computer Vision (ICCV),T029_iccv_2021_S4363607764,medical_imaging,computer_vision|deep_learning,,Learning Attribute-driven Disentangled Representations for Interactive Fashion Retrieval
W3195987654,research_ops/cache/pdfs/T203_W3195987654.pdf,research_ops/parsed/pdfs/T203_W3195987654.txt,49636,11,yes,,https://arxiv.org/pdf/2108.06765,arxiv,2021,2021 IEEE/CVF International Conference on Computer Vision (ICCV),T029_iccv_2021_S4363607764,medical_imaging,computer_vision|deep_learning,,Occlusion-Aware Video Object Inpainting
W3204155626,research_ops/cache/pdfs/T203_W3204155626.pdf,research_ops/parsed/pdfs/T203_W3204155626.txt,52422,10,yes,,https://arxiv.org/pdf/2112.07517,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,A Style and Semantic Memory Mechanism for Domain Generalization
W3206611485,research_ops/cache/pdfs/T203_W3206611485.pdf,research_ops/parsed/pdfs/T203_W3206611485.txt,40484,9,yes,,https://arxiv.org/pdf/2110.06367,arxiv,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,,Voice-Assisted Image Labeling for Endoscopic Ultrasound Classification Using Neural Networks
W3208932434,research_ops/cache/pdfs/T203_W3208932434.pdf,research_ops/parsed/pdfs/T203_W3208932434.txt,54933,11,yes,,https://arxiv.org/pdf/2204.08797,arxiv,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,,Two-Stream Graph Convolutional Network for Intra-Oral Scanner Image Segmentation
W3211754036,research_ops/cache/pdfs/T203_W3211754036.pdf,research_ops/parsed/pdfs/T203_W3211754036.txt,80541,14,yes,,https://arxiv.org/pdf/2112.01320,arxiv,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,,Multi-Task Fusion for Improving Mammography Screening Data Classification
W3214890555,research_ops/cache/pdfs/T203_W3214890555.pdf,research_ops/parsed/pdfs/T203_W3214890555.txt,75002,13,yes,,https://arxiv.org/pdf/2203.10332,arxiv,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,,Domain Adaptation Meets Zero-Shot Learning: An Annotation-Efficient Approach to Multi-Modality Medical Image Segmentation
W3215178375,research_ops/cache/pdfs/T203_W3215178375.pdf,research_ops/parsed/pdfs/T203_W3215178375.txt,57794,14,yes,,https://arxiv.org/pdf/2012.09962,arxiv,2020,arXiv (Cornell University),T180_arxiv2020_medimg,preprint_broad,deep_learning,other_preprint,Addressing Feature Suppression in Unsupervised Visual Representations
W3216134472,research_ops/cache/pdfs/T203_W3216134472.pdf,research_ops/parsed/pdfs/T203_W3216134472.txt,98580,45,yes,,https://arxiv.org/pdf/2109.14769,arxiv,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,,A Fast Detection Method of Break Points in Effective Connectivity Networks
W4200629209,research_ops/cache/pdfs/T203_W4200629209.pdf,research_ops/parsed/pdfs/T203_W4200629209.txt,57066,20,yes,,https://arxiv.org/pdf/2112.09135,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging,ASC-Net: Unsupervised Medical Anomaly Segmentation Using an Adversarial-based Selective Cutting Network
W4200629646,research_ops/cache/pdfs/T203_W4200629646.pdf,research_ops/parsed/pdfs/T203_W4200629646.txt,58730,19,yes,,https://arxiv.org/pdf/2112.13512,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging|clinical,Event-based clinical findings extraction from radiology reports with pre-trained language model
W4200629751,research_ops/cache/pdfs/T203_W4200629751.pdf,research_ops/parsed/pdfs/T203_W4200629751.txt,52390,10,yes,,https://arxiv.org/pdf/2112.05321,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,PMFL: Partial Meta-Federated Learning for heterogeneous tasks and its applications on real-world medical records
W4200629858,research_ops/cache/pdfs/T203_W4200629858.pdf,research_ops/parsed/pdfs/T203_W4200629858.txt,67646,21,yes,,https://arxiv.org/pdf/2112.13443,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging,Sinogram upsampling using Primal-Dual UNet for undersampled CT and radial MRI reconstruction
W4200629902,research_ops/cache/pdfs/T203_W4200629902.pdf,research_ops/parsed/pdfs/T203_W4200629902.txt,44185,10,yes,,https://arxiv.org/pdf/2112.06417,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,LC-FDNet: Learned Lossless Image Compression with Frequency Decomposition Network
W4200630776,research_ops/cache/pdfs/T203_W4200630776.pdf,research_ops/parsed/pdfs/T203_W4200630776.txt,63137,12,yes,,https://arxiv.org/pdf/2112.13513,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,MSHT: Multi-stage Hybrid Transformer for the ROSE Image Analysis of Pancreatic Cancer
W4200630839,research_ops/cache/pdfs/T203_W4200630839.pdf,research_ops/parsed/pdfs/T203_W4200630839.txt,68846,23,yes,,https://arxiv.org/pdf/2112.06459,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,clinical,Machine Learning-Based Heart Disease Diagnosis: A Systematic Literature Review
W4200630920,research_ops/cache/pdfs/T203_W4200630920.pdf,research_ops/parsed/pdfs/T203_W4200630920.txt,51335,16,yes,,https://arxiv.org/pdf/2112.05126,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,IterMVS: Iterative Probability Estimation for Efficient Multi-View Stereo
W4200632335,research_ops/cache/pdfs/T203_W4200632335.pdf,research_ops/parsed/pdfs/T203_W4200632335.txt,20492,7,yes,,https://arxiv.org/pdf/2112.07529,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Improving COVID-19 CXR Detection with Synthetic Data Augmentation
W4200632458,research_ops/cache/pdfs/T203_W4200632458.pdf,research_ops/parsed/pdfs/T203_W4200632458.txt,48110,10,yes,,https://arxiv.org/pdf/2112.06238,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,HerosNet: Hyperspectral Explicable Reconstruction and Optimal Sampling Deep Network for Snapshot Compressive Imaging
W4200632622,research_ops/cache/pdfs/T203_W4200632622.pdf,research_ops/parsed/pdfs/T203_W4200632622.txt,68942,47,yes,,https://arxiv.org/pdf/2112.07015,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Multi-Expert Human Action Recognition with Hierarchical Super-Class Learning
W4200633172,research_ops/cache/pdfs/T203_W4200633172.pdf,research_ops/parsed/pdfs/T203_W4200633172.txt,45067,9,yes,,https://arxiv.org/pdf/2112.06063,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,MedAttacker: Exploring Black-Box Adversarial Attacks on Risk Prediction Models in Healthcare
W4200633463,research_ops/cache/pdfs/T203_W4200633463.pdf,research_ops/parsed/pdfs/T203_W4200633463.txt,36092,10,yes,,https://arxiv.org/pdf/2112.12386,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,KFWC: A Knowledge-Driven Deep Learning Model for Fine-grained Classification of Wet-AMD
W4200633475,research_ops/cache/pdfs/T203_W4200633475.pdf,research_ops/parsed/pdfs/T203_W4200633475.txt,73697,24,yes,,https://arxiv.org/pdf/2112.05146,arxiv,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),T028_cvpr_2022_source_S4363607701,medical_imaging,computer_vision|deep_learning|generative,,Come-Closer-Diffuse-Faster: Accelerating Conditional Diffusion Models for Inverse Problems through Stochastic Contraction
W4200634735,research_ops/cache/pdfs/T203_W4200634735.pdf,research_ops/parsed/pdfs/T203_W4200634735.txt,54897,14,yes,,https://arxiv.org/pdf/2112.06693,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging,Hypernet-Ensemble Learning of Segmentation Probability for Medical Image Segmentation with Ambiguous Labels
W4200634830,research_ops/cache/pdfs/T203_W4200634830.pdf,research_ops/parsed/pdfs/T203_W4200634830.txt,27761,12,yes,,https://arxiv.org/pdf/2112.06554,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging,Ensemble CNN Networks for GBM Tumors Segmentation using Multi-parametric MRI
W4200634866,research_ops/cache/pdfs/T203_W4200634866.pdf,research_ops/parsed/pdfs/T203_W4200634866.txt,88277,23,yes,,https://arxiv.org/pdf/2112.07668,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Dual-Key Multimodal Backdoors for Visual Question Answering
W4200635188,research_ops/cache/pdfs/T203_W4200635188.pdf,research_ops/parsed/pdfs/T203_W4200635188.txt,48037,10,yes,,https://arxiv.org/pdf/2112.13815,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging,Temporally Constrained Neural Networks (TCNN): A framework for semi-supervised video semantic segmentation
W4200635516,research_ops/cache/pdfs/T203_W4200635516.pdf,research_ops/parsed/pdfs/T203_W4200635516.txt,81870,14,yes,,https://arxiv.org/pdf/2112.07019,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Synapse Compression for Event-Based Convolutional-Neural-Network Accelerators
W4205151124,research_ops/cache/pdfs/T203_W4205151124.pdf,research_ops/parsed/pdfs/T203_W4205151124.txt,67162,12,yes,,https://arxiv.org/pdf/2201.00942,arxiv,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,,External Attention Assisted Multi-Phase Splenic Vascular Injury Segmentation With Limited Data
W4206857665,research_ops/cache/pdfs/T203_W4206857665.pdf,research_ops/parsed/pdfs/T203_W4206857665.txt,67855,14,yes,,https://arxiv.org/pdf/2112.14743,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,"Cosmic velocity, density and halo mass function: Insights from deep learning"
W4206876378,research_ops/cache/pdfs/T203_W4206876378.pdf,research_ops/parsed/pdfs/T203_W4206876378.txt,45519,21,yes,,https://arxiv.org/pdf/2112.14087,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,APRIL: Finding the Achilles' Heel on Privacy for Vision Transformers
W4221148879,research_ops/cache/pdfs/T203_W4221148879.pdf,research_ops/parsed/pdfs/T203_W4221148879.txt,69644,13,yes,,https://arxiv.org/pdf/2203.07345,arxiv,2022,IEEE Transactions on Medical Imaging,T177_TMI_2022_venue,medical_imaging,deep_learning|computational_biomedicine,,Federated Cycling (FedCy): Semi-Supervised Federated Learning of Surgical Phases
W4225349110,research_ops/cache/pdfs/T203_W4225349110.pdf,research_ops/parsed/pdfs/T203_W4225349110.txt,54894,11,yes,,https://arxiv.org/pdf/2112.10652,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging,HyperSegNAS: Bridging One-Shot Neural Architecture Search with 3D Medical Image Segmentation using HyperNet
W4225434040,research_ops/cache/pdfs/T203_W4225434040.pdf,research_ops/parsed/pdfs/T203_W4225434040.txt,146918,56,yes,,https://arxiv.org/pdf/2112.15277,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Machine Learning Application Development: Practitioners' Insights
W4225476285,research_ops/cache/pdfs/T203_W4225476285.pdf,research_ops/parsed/pdfs/T203_W4225476285.txt,21683,11,yes,,https://arxiv.org/pdf/2112.10184,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging,A Deep Learning Based Workflow for Detection of Lung Nodules With Chest Radiograph
W4225497279,research_ops/cache/pdfs/T203_W4225497279.pdf,research_ops/parsed/pdfs/T203_W4225497279.txt,69328,13,yes,,https://arxiv.org/pdf/2112.12998,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,DP-UTIL: Comprehensive Utility Analysis of Differential Privacy in Machine Learning
W4225518137,research_ops/cache/pdfs/T203_W4225518137.pdf,research_ops/parsed/pdfs/T203_W4225518137.txt,35677,9,yes,,https://arxiv.org/pdf/2112.05585,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Discrete neural representations for explainable anomaly detection
W4225621018,research_ops/cache/pdfs/T203_W4225621018.pdf,research_ops/parsed/pdfs/T203_W4225621018.txt,39017,9,yes,,https://arxiv.org/pdf/2112.07415,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Stochastic Planner-Actor-Critic for Unsupervised Deformable Image Registration
W4225632576,research_ops/cache/pdfs/T203_W4225632576.pdf,research_ops/parsed/pdfs/T203_W4225632576.txt,36038,16,yes,,https://arxiv.org/pdf/2201.02735,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,A Deep Learning Approach to Integrate Human-Level Understanding in a Chatbot
W4225662082,research_ops/cache/pdfs/T203_W4225662082.pdf,research_ops/parsed/pdfs/T203_W4225662082.txt,63027,17,yes,,https://arxiv.org/pdf/2112.14316,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,FRIDA -- Generative Feature Replay for Incremental Domain Adaptation
W4225678514,research_ops/cache/pdfs/T203_W4225678514.pdf,research_ops/parsed/pdfs/T203_W4225678514.txt,60481,21,yes,,https://arxiv.org/pdf/2112.06806,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Automatic Multi-Class Cardiovascular Magnetic Resonance Image Quality Assessment using Unsupervised Domain Adaptation in Spatial and Frequency Domains
W4225684837,research_ops/cache/pdfs/T203_W4225684837.pdf,research_ops/parsed/pdfs/T203_W4225684837.txt,41653,16,yes,,https://arxiv.org/pdf/2112.14026,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging,SECP-Net: SE-Connection Pyramid Network of Organ At Risk Segmentation for Nasopharyngeal Carcinoma
W4225713723,research_ops/cache/pdfs/T203_W4225713723.pdf,research_ops/parsed/pdfs/T203_W4225713723.txt,84854,19,yes,,https://arxiv.org/pdf/2112.06401,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Deep Attentional Guided Image Filtering
W4225755346,research_ops/cache/pdfs/T203_W4225755346.pdf,research_ops/parsed/pdfs/T203_W4225755346.txt,20166,5,yes,,https://arxiv.org/pdf/2112.09262,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Image Inpainting Using AutoEncoder and Guided Selection of Predicted Pixels
W4225762521,research_ops/cache/pdfs/T203_W4225762521.pdf,research_ops/parsed/pdfs/T203_W4225762521.txt,60607,14,yes,,https://arxiv.org/pdf/2112.11216,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Value Activation for Bias Alleviation: Generalized-activated Deep Double Deterministic Policy Gradients
W4225863711,research_ops/cache/pdfs/T203_W4225863711.pdf,research_ops/parsed/pdfs/T203_W4225863711.txt,47159,11,yes,,https://arxiv.org/pdf/2112.06454,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging,Split GCN: Effective Interactive Annotation for Segmentation of Disconnected Instance
W4225912360,research_ops/cache/pdfs/T203_W4225912360.pdf,research_ops/parsed/pdfs/T203_W4225912360.txt,34942,13,yes,,https://arxiv.org/pdf/2112.11014,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging|clinical,fMRI Neurofeedback Learning Patterns are Predictive of Personal and Clinical Traits
W4225929845,research_ops/cache/pdfs/T203_W4225929845.pdf,research_ops/parsed/pdfs/T203_W4225929845.txt,29168,5,yes,,https://arxiv.org/pdf/2112.13520,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,DPCCN: DENSELY-CONNECTED PYRAMID COMPLEX CONVOLUTIONAL NETWORK FOR ROBUST SPEECH SEPARATION AND EXTRACTION
W4225983139,research_ops/cache/pdfs/T203_W4225983139.pdf,research_ops/parsed/pdfs/T203_W4225983139.txt,25888,5,yes,,https://arxiv.org/pdf/2112.07148,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Decoding 3D Representation of Visual Imagery EEG using Attention-based Dual-Stream Convolutional Neural Network
W4225987247,research_ops/cache/pdfs/T203_W4225987247.pdf,research_ops/parsed/pdfs/T203_W4225987247.txt,19306,9,yes,,https://arxiv.org/pdf/2112.10001,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Cross-Domain Federated Learning in Medical Imaging
W4225997439,research_ops/cache/pdfs/T203_W4225997439.pdf,research_ops/parsed/pdfs/T203_W4225997439.txt,65497,38,yes,,https://arxiv.org/pdf/2112.13236,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,An Ensemble of Pre-trained Transformer Models For Imbalanced Multiclass Malware Classification
W4226021983,research_ops/cache/pdfs/T203_W4226021983.pdf,research_ops/parsed/pdfs/T203_W4226021983.txt,64180,25,yes,,https://arxiv.org/pdf/2112.13553,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,imaging,Classification of Histopathology Images of Lung Cancer Using Convolutional Neural Network (CNN)
W4226027005,research_ops/cache/pdfs/T203_W4226027005.pdf,research_ops/parsed/pdfs/T203_W4226027005.txt,24988,8,yes,,https://arxiv.org/pdf/2112.13811,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Infant Brain Age Classification: 2D CNN Outperforms 3D CNN in Small Dataset
W4226030786,research_ops/cache/pdfs/T203_W4226030786.pdf,research_ops/parsed/pdfs/T203_W4226030786.txt,73256,23,yes,,https://arxiv.org/pdf/2201.09656,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,A singular Riemannian geometry approach to Deep Neural Networks I. Theoretical foundations
W4226030934,research_ops/cache/pdfs/T203_W4226030934.pdf,research_ops/parsed/pdfs/T203_W4226030934.txt,59003,15,yes,,https://arxiv.org/pdf/2112.11377,arxiv,2021,arXiv (Cornell University),T178_arxiv2021_medimg,preprint_broad,deep_learning,other_preprint,Shape from Polarization for Complex Scenes in the Wild
