openalex_id,html_path,char_count,year,venue,source_batch,tags_modality,tags_method,title
W2990615525,research_ops/cache/fulltext/T203_W2990615525.html,55119,2019,Radiology,T181_Radiology_2019_venue,clinical_imaging|radiology,deep_learning,MRI T1 Mapping in Hypertrophic Cardiomyopathy: Evaluation in Patients Without Late Gadolinium Enhancement and Hemodynamic Obstruction
W2990863170,research_ops/cache/fulltext/T203_W2990863170.html,78743,2019,Radiology,T181_Radiology_2019_venue,clinical_imaging|radiology,deep_learning,Nonhomogeneous Gadolinium Retention in the Cerebral Cortex after Intravenous Administration of Gadolinium-based Contrast Agent in Rats and Humans
W2991791649,research_ops/cache/fulltext/T203_W2991791649.html,55096,2019,Radiology,T181_Radiology_2019_venue,clinical_imaging|radiology,deep_learning,Deep Learning Enables Automatic Classification of Emphysema Pattern at CT
W2992026644,research_ops/cache/fulltext/T203_W2992026644.html,73217,2019,IEEE Transactions on Medical Imaging,T181_TMI_2019_venue,medical_imaging,deep_learning,Multi-Hypergraph Learning-Based Brain Functional Connectivity Analysis in fMRI Data
W2992375478,research_ops/cache/fulltext/T203_W2992375478.html,6205,2019,arXiv (Cornell University),T181_arxiv2019_medimg,preprint_broad,deep_learning,Degenerative Adversarial NeuroImage Nets for 3D Simulations: Application in Longitudinal MRI.
W2992607330,research_ops/cache/fulltext/T203_W2992607330.html,60678,2019,IEEE Transactions on Medical Imaging,T181_TMI_2019_venue,medical_imaging,deep_learning,"Optimization of Drive Parameters for Resolution, Sensitivity and Safety in Magnetic Particle Imaging"
W2994382210,research_ops/cache/fulltext/T203_W2994382210.html,43453,2019,IEEE Transactions on Medical Imaging,T181_TMI_2019_venue,medical_imaging,deep_learning,Difference-Frequency Ultrasound Imaging With Non-Linear Contrast
W2994459492,research_ops/cache/fulltext/T203_W2994459492.html,66444,2019,IEEE Transactions on Medical Imaging,T181_TMI_2019_venue,medical_imaging,deep_learning,Optimized Combination of Multiple Graphs With Application to the Integration of Brain Imaging and (epi)Genomics Data
W2994834352,research_ops/cache/fulltext/T203_W2994834352.html,43585,2019,Radiology,T181_Radiology_2019_venue,clinical_imaging|radiology,deep_learning,Deep Learning for Predicting Enhancing Lesions in Multiple Sclerosis from Noncontrast MRI
W2995325883,research_ops/cache/fulltext/T203_W2995325883.html,69939,2019,Medical Image Analysis,T181_MedIA_2019_venue,medical_imaging,deep_learning,Non-invasive estimation of relative pressure in turbulent flow using virtual work-energy
W2995750827,research_ops/cache/fulltext/T203_W2995750827.html,5989,2019,arXiv (Cornell University),T181_arxiv2019_medimg,preprint_broad,deep_learning,Neural Networks-based Regularization of Large-Scale Inverse Problems in Medical Imaging.
W2996061861,research_ops/cache/fulltext/T203_W2996061861.html,64385,2019,Radiology,T181_Radiology_2019_venue,clinical_imaging|radiology,deep_learning,Thermal Ablation Induces Transitory Metastatic Growth by Means of the STAT3/c-Met Molecular Pathway in an Intrahepatic Colorectal Cancer Mouse Model
W2996290406,research_ops/cache/fulltext/T203_W2996290406.html,68420,2019,IEEE Transactions on Medical Imaging,T181_TMI_2019_venue,medical_imaging,deep_learning,UNet++: Redesigning Skip Connections to Exploit Multiscale Features in Image Segmentation
W2996343685,research_ops/cache/fulltext/T203_W2996343685.html,59327,2019,IEEE Transactions on Medical Imaging,T181_TMI_2019_venue,medical_imaging,deep_learning,Joint Multi-Modal Longitudinal Regression and Classification for Alzheimer’s Disease Prediction
W2997162465,research_ops/cache/fulltext/T203_W2997162465.html,63622,2019,IEEE Transactions on Medical Imaging,T181_TMI_2019_venue,medical_imaging,deep_learning,An Enhanced SMART-RECON Algorithm for Time-Resolved C-Arm Cone-Beam CT Imaging
W2997277252,research_ops/cache/fulltext/T203_W2997277252.html,43774,2019,Radiology,T181_Radiology_2019_venue,clinical_imaging|radiology,deep_learning,Trends in Diagnostic Imaging Utilization among Medicare and Commercially Insured Adults from 2003 through 2016
W2997468240,research_ops/cache/fulltext/T203_W2997468240.html,4657,2019,Radiology,T181_Radiology_2019_venue,clinical_imaging|radiology,deep_learning,Structural Nerve Remodeling at 3-T MR Neurography Differs between Painful and Painless Diabetic Polyneuropathy in Type 1 or 2 Diabetes
W2997483170,research_ops/cache/fulltext/T203_W2997483170.html,57855,2019,IEEE Transactions on Medical Imaging,T181_TMI_2019_venue,medical_imaging,deep_learning,N-Phase Local Expansion Ratio for Characterizing Out-of-Phase Lung Ventilation
W2997570609,research_ops/cache/fulltext/T203_W2997570609.html,51225,2019,IEEE Transactions on Medical Imaging,T181_TMI_2019_venue,medical_imaging,deep_learning,Augmented Whole-Body Scanning via Magnifying PET
W2998072408,research_ops/cache/fulltext/T203_W2998072408.html,73424,2019,IEEE Transactions on Medical Imaging,T181_TMI_2019_venue,medical_imaging,deep_learning,3D-GLCM CNN: A 3-Dimensional Gray-Level Co-Occurrence Matrix-Based CNN Model for Polyp Classification via CT Colonography
W2998309875,research_ops/cache/fulltext/T203_W2998309875.html,65672,2019,IEEE Transactions on Medical Imaging,T181_TMI_2019_venue,medical_imaging,deep_learning,Individual Resting-State Brain Networks Enabled by Massive Multivariate Conditional Mutual Information
W3033136163,research_ops/cache/fulltext/T203_W3033136163.html,55573,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,Deep Learning Based Joint PET Image Reconstruction and Motion Estimation
W3043701234,research_ops/cache/fulltext/T203_W3043701234.html,62530,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Deep Learning–based Approach for Automated Assessment of Interstitial Lung Disease in Systemic Sclerosis on CT Images
W3045464882,research_ops/cache/fulltext/T203_W3045464882.html,45750,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Automated Assessment and Tracking of COVID-19 Pulmonary Disease Severity on Chest Radiographs Using Convolutional Siamese Neural Networks
W3045503147,research_ops/cache/fulltext/T203_W3045503147.html,42597,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Deep Learning for Hierarchical Severity Staging of Anterior Cruciate Ligament Injuries from MRI
W3045519347,research_ops/cache/fulltext/T203_W3045519347.html,43193,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Rethinking Greulich and Pyle: A Deep Learning Approach to Pediatric Bone Age Assessment Using Pediatric Trauma Hand Radiographs
W3046171110,research_ops/cache/fulltext/T203_W3046171110.html,43190,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Cerebral Artery and Vein Segmentation in Four-dimensional CT Angiography Using Convolutional Neural Networks
W3088691166,research_ops/cache/fulltext/T203_W3088691166.html,60956,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Subspecialty-Level Deep Gray Matter Differential Diagnoses with Deep Learning and Bayesian Networks on Clinical Brain MRI: A Pilot Study
W3093108616,research_ops/cache/fulltext/T203_W3093108616.html,42672,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Evaluation of Automated Public De-Identification Tools on a Corpus of Radiology Reports
W3094909017,research_ops/cache/fulltext/T203_W3094909017.html,55598,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Radiomics Repeatability Pitfalls in a Scan-Rescan MRI Study of Glioblastoma
W3095523094,research_ops/cache/fulltext/T203_W3095523094.html,40352,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Preparing Radiologists to Lead in the Era of Artificial Intelligence: Designing and Implementing a Focused Data Science Pathway for Senior Radiology Residents
W3096579235,research_ops/cache/fulltext/T203_W3096579235.html,4386,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Fully Automated and Standardized Segmentation of Adipose Tissue Compartments via Deep Learning in 3D Whole-Body MRI of Epidemiologic Cohort Studies
W3096652940,research_ops/cache/fulltext/T203_W3096652940.html,55323,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,<sup>18</sup>F-FDG PET/CT Habitat Radiomics Predicts Outcome of Patients with Cervical Cancer Treated with Chemoradiotherapy
W3097208033,research_ops/cache/fulltext/T203_W3097208033.html,41189,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Improving Breast Cancer Detection Accuracy of Mammography with the Concurrent Use of an Artificial Intelligence Tool
W3099217180,research_ops/cache/fulltext/T203_W3099217180.html,51973,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,The State of Radiology AI: Considerations for Purchase Decisions and Current Market Offerings
W3099323006,research_ops/cache/fulltext/T203_W3099323006.html,38239,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Endotracheal Tube Position Assessment on Chest Radiographs Using Deep Learning
W3099336938,research_ops/cache/fulltext/T203_W3099336938.html,48300,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,A Multiscale Deep Learning Method for Quantitative Visualization of Traumatic Hemoperitoneum at CT: Assessment of Feasibility and Comparison with Subjective Categorical Estimation
W3100962952,research_ops/cache/fulltext/T203_W3100962952.html,34835,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Active Reprioritization of the Reading Worklist Using Artificial Intelligence Has a Beneficial Effect on the Turnaround Time for Interpretation of Head CT with Intracranial Hemorrhage
W3102828505,research_ops/cache/fulltext/T203_W3102828505.html,58094,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Tumor Habitat–derived Radiomic Features at Pretreatment MRI That Are Prognostic for Progression-free Survival in Glioblastoma Are Associated with Key Morphologic Attributes at Histopathologic Examinat
W3102961562,research_ops/cache/fulltext/T203_W3102961562.html,853,2023,IEEE Transactions on Medical Imaging,T173_TMI_2023_venue,medical_imaging,deep_learning|computational_biomedicine,X-Ray Dark-Field Signal Reduction Due to Hardening of the Visibility Spectrum
W3106720406,research_ops/cache/fulltext/T203_W3106720406.html,50280,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,Arterial Spin Labeled Perfusion MRI for the Evaluation of Response to Tyrosine Kinase Inhibition Therapy in Metastatic Renal Cell Carcinoma
W3106778926,research_ops/cache/fulltext/T203_W3106778926.html,74474,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,Imaging Review of Peripheral Nerve Injuries in Patients with COVID-19
W3107538751,research_ops/cache/fulltext/T203_W3107538751.html,58643,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,DeepCOVID-XR: An Artificial Intelligence Algorithm to Detect COVID-19 on Chest Radiographs Trained and Tested on a Large U.S. Clinical Data Set
W3107814158,research_ops/cache/fulltext/T203_W3107814158.html,53801,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,CT-less Direct Correction of Attenuation and Scatter in the Image Space Using Deep Learning for Whole-Body FDG PET: Potential Benefits and Pitfalls
W3107815442,research_ops/cache/fulltext/T203_W3107815442.html,58441,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Deep Learning–based Automated Segmentation of Left Ventricular Trabeculations and Myocardium on Cardiac MR Images: A Feasibility Study
W3108132690,research_ops/cache/fulltext/T203_W3108132690.html,47220,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,Quantitative Susceptibility Mapping of Brain Iron and β-Amyloid in MRI and PET Relating to Cognitive Performance in Cognitively Normal Older Adults
W3108350837,research_ops/cache/fulltext/T203_W3108350837.html,55361,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,"Population-Scale CT-based Body Composition Analysis of a Large Outpatient Population Using Deep Learning to Derive Age-, Sex-, and Race-specific Reference Curves"
W3111140902,research_ops/cache/fulltext/T203_W3111140902.html,107677,2020,IEEE Transactions on Medical Imaging,T180_TMI_2020_venue,medical_imaging,deep_learning,Bidirectional Mapping-Based Domain Adaptation for Nucleus Detection in Cross-Modality Microscopy Images
W3111229309,research_ops/cache/fulltext/T203_W3111229309.html,44917,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,Utility of Screening Chest Radiographs in Patients with Asymptomatic or Minimally Symptomatic COVID-19 in Singapore
W3111372467,research_ops/cache/fulltext/T203_W3111372467.html,54606,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,Voxelwise and Regional Brain Apparent Diffusion Coefficient Changes on MRI from Birth to 6 Years of Age
W3111503660,research_ops/cache/fulltext/T203_W3111503660.html,5661,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,US-triggered Microbubble Destruction for Augmenting Hepatocellular Carcinoma Response to Transarterial Radioembolization: A Randomized Pilot Clinical Trial
W3112268332,research_ops/cache/fulltext/T203_W3112268332.html,53217,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,Fleischner Society Visual Emphysema CT Patterns Help Predict Progression of Emphysema in Current and Former Smokers: Results from the COPDGene Study
W3112413608,research_ops/cache/fulltext/T203_W3112413608.html,62810,2020,IEEE Transactions on Medical Imaging,T180_TMI_2020_venue,medical_imaging,deep_learning,A Joint Analysis of Multi-Paradigm fMRI Data With Its Application to Cognitive Study
W3112553257,research_ops/cache/fulltext/T203_W3112553257.html,15659,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,Chest Radiography in COVID-19: No Role in Asymptomatic and Oligosymptomatic Disease
W3112660304,research_ops/cache/fulltext/T203_W3112660304.html,65974,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Combining Initial Radiographs and Clinical Variables Improves Deep Learning Prognostication in Patients with COVID-19 from the Emergency Department
W3112825840,research_ops/cache/fulltext/T203_W3112825840.html,5095,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,RSNA International Trends: A Global Perspective on the COVID-19 Pandemic and Radiology in Late 2020
W3112913289,research_ops/cache/fulltext/T203_W3112913289.html,51986,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,Improved Task-based Functional MRI Language Mapping in Patients with Brain Tumors through Marchenko-Pastur Principal Component Analysis Denoising
W3115552777,research_ops/cache/fulltext/T203_W3115552777.html,12255,2020,IEEE Transactions on Medical Imaging,T180_TMI_2020_venue,medical_imaging,deep_learning,A Deep Attentive Convolutional Neural Network for Automatic Cortical Plate Segmentation in Fetal MRI
W3116023363,research_ops/cache/fulltext/T203_W3116023363.html,52204,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Automated Analysis of Alignment in Long-Leg Radiographs by Using a Fully Automated Support System Based on Artificial Intelligence
W3116172463,research_ops/cache/fulltext/T203_W3116172463.html,37228,2020,Radiology Artificial Intelligence,T180_Radiology_AI_2020_venue,clinical_imaging|radiology,deep_learning,Perceived Realism of High-Resolution Generative Adversarial Network–derived Synthetic Mammograms
W3116201895,research_ops/cache/fulltext/T203_W3116201895.html,15785,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,MRI-guided Radiation Therapy: An Emerging Paradigm in Adaptive Radiation Oncology
W3116656768,research_ops/cache/fulltext/T203_W3116656768.html,82052,2020,IEEE Transactions on Medical Imaging,T180_TMI_2020_venue,medical_imaging,deep_learning,Anatomic and Molecular MR Image Synthesis Using Confidence Guided CNNs
W3116695349,research_ops/cache/fulltext/T203_W3116695349.html,14545,2020,Radiology,T180_Radiology_2020_venue,clinical_imaging|radiology,deep_learning,"Interplay of White Matter Hyperintensities, Cerebral Networks, and Cognitive Function in an Adult Population: Diffusion-Tensor Imaging in the Maastricht Study"
W3117981784,research_ops/cache/fulltext/T203_W3117981784.html,59396,2020,IEEE Transactions on Medical Imaging,T180_TMI_2020_venue,medical_imaging,deep_learning,Multi-Domain Image Completion for Random Missing Input Data
W3137904584,research_ops/cache/fulltext/T203_W3137904584.html,138840,2021,Medical Image Analysis,T178_MedIA_2021_venue,medical_imaging,deep_learning,Hierarchical graph representations in digital pathology
W3158013249,research_ops/cache/fulltext/T203_W3158013249.html,41139,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Use of Variational Autoencoders with Unsupervised Learning to Detect Incorrect Organ Segmentations at CT
W3160495981,research_ops/cache/fulltext/T203_W3160495981.html,30340,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Optimizing Deep Learning Algorithms for Segmentation of Acute Infarcts on Non–Contrast Material–enhanced CT Scans of the Brain Using Simulated Lesions
W3160556702,research_ops/cache/fulltext/T203_W3160556702.html,48282,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Feasibility of Simulated Postcontrast MRI of Glioblastomas and Lower-Grade Gliomas by Using Three-dimensional Fully Convolutional Neural Networks
W3161401043,research_ops/cache/fulltext/T203_W3161401043.html,38445,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Natural Language Processing of Radiology Text Reports: Interactive Text Classification
W3161534082,research_ops/cache/fulltext/T203_W3161534082.html,47704,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,"Detection and Semiquantitative Analysis of Cardiomegaly, Pneumothorax, and Pleural Effusion on Chest Radiographs"
W3165120213,research_ops/cache/fulltext/T203_W3165120213.html,64681,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Synthesizing Quantitative T2 Maps in Right Lateral Knee Femoral Condyles from Multicontrast Anatomic Data with a Conditional Generative Adversarial Network
W3165917465,research_ops/cache/fulltext/T203_W3165917465.html,56277,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Synthesizing High-<i>b</i>-Value Diffusion–weighted Imaging of the Prostate Using Generative Adversarial Networks
W3168590320,research_ops/cache/fulltext/T203_W3168590320.html,38389,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Deep Learning for Pulmonary Embolism Detection: Tackling the RSNA 2020 AI Challenge
W3172313548,research_ops/cache/fulltext/T203_W3172313548.html,10440,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,Impedance-Optical Dual-Modal Cell Culture Imaging With Learning-Based Information Fusion
W3172316038,research_ops/cache/fulltext/T203_W3172316038.html,47952,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Automated Morphometric Analysis of the Hip Joint on MRI from the German National Cohort Study
W3174673950,research_ops/cache/fulltext/T203_W3174673950.html,63485,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,"Accelerated Brain Aging in Amnestic Mild Cognitive Impairment: Relationships with Individual Cognitive Decline, Risk Factors for Alzheimer Disease, and Clinical Progression"
W3184420377,research_ops/cache/fulltext/T203_W3184420377.html,35456,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,RSNA-MICCAI Panel Discussion: Machine Learning for Radiology from Challenges to Clinical Applications
W3185080952,research_ops/cache/fulltext/T203_W3185080952.html,43704,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Development and Evaluation of a Deep Learning Algorithm for Rib Segmentation and Fracture Detection from Multicenter Chest CT Images
W3186636280,research_ops/cache/fulltext/T203_W3186636280.html,75305,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,"Automated Segmentation of Visceral, Deep Subcutaneous, and Superficial Subcutaneous Adipose Tissue Volumes in MRI of Neonates and Young Children"
W3189420585,research_ops/cache/fulltext/T203_W3189420585.html,46008,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Analysis and Evaluation of a Deep Learning Reconstruction Approach with Denoising for Orthopedic MRI
W3190677007,research_ops/cache/fulltext/T203_W3190677007.html,41420,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,MRI-based Identification and Classification of Major Intracranial Tumor Types by Using a 3D Convolutional Neural Network: A Retrospective Multi-institutional Analysis
W3193211786,research_ops/cache/fulltext/T203_W3193211786.html,45307,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Integrating Al Algorithms into the Clinical Workflow
W3198096452,research_ops/cache/fulltext/T203_W3198096452.html,41755,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Artificial Intelligence Detection of Missed Cancers at Digital Mammography That Were Detected at Digital Breast Tomosynthesis
W3200676672,research_ops/cache/fulltext/T203_W3200676672.html,39322,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,A Radiology-focused Review of Predictive Uncertainty for AI Interpretability in Computer-assisted Segmentation
W3202023533,research_ops/cache/fulltext/T203_W3202023533.html,59501,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Assessing the Trustworthiness of Saliency Maps for Localizing Abnormalities in Medical Imaging
W3202157605,research_ops/cache/fulltext/T203_W3202157605.html,53655,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Deep Learning Prediction of Voxel-Level Liver Stiffness in Patients with Nonalcoholic Fatty Liver Disease
W3203816956,research_ops/cache/fulltext/T203_W3203816956.html,49019,2021,npj Digital Medicine,T178_npj_DM_2021_venue,clinical_translational,deep_learning,Biological data annotation via a human-augmenting AI-based labeling system
W3204277253,research_ops/cache/fulltext/T203_W3204277253.html,60240,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Training Strategies for Radiology Deep Learning Models in Data-limited Scenarios
W3204411912,research_ops/cache/fulltext/T203_W3204411912.html,56885,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Validation of Deep Learning–based Augmentation for Reduced <sup>18</sup>F-FDG Dose for PET/MRI in Children and Young Adults with Lymphoma
W3204839353,research_ops/cache/fulltext/T203_W3204839353.html,36362,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Octree Representation Improves Data Fidelity of Cardiac CT Images and Convolutional Neural Network Semantic Segmentation of Left Atrial and Ventricular Chambers
W3206727995,research_ops/cache/fulltext/T203_W3206727995.html,41486,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Curation of the CANDID-PTX Dataset with Free-Text Reports
W3206754686,research_ops/cache/fulltext/T203_W3206754686.html,49021,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Cancer Risk Estimation Combining Lung Screening CT with Clinical Data Elements
W3208934937,research_ops/cache/fulltext/T203_W3208934937.html,31050,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Imaging AI in Practice: A Demonstration of Future Workflow Using Integration Standards
W3209826882,research_ops/cache/fulltext/T203_W3209826882.html,4944,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Deep Learning for Lung Cancer Detection on Screening CT Scans: Results of a Large-Scale Public Competition and an Observer Study with 11 Radiologists
W3210784269,research_ops/cache/fulltext/T203_W3210784269.html,58650,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Toward Generalizability in the Deployment of Artificial Intelligence in Radiology: Role of Computation Stress Testing to Overcome Underspecification
W3211052402,research_ops/cache/fulltext/T203_W3211052402.html,34988,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,RSNA-MICCAI Panel Discussion: 2. Leveraging the Full Potential of AI—Radiologists and Data Scientists Working Together
W3211935343,research_ops/cache/fulltext/T203_W3211935343.html,46540,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,"Vertebral Deformity Measurements at MRI, CT, and Radiography Using Deep Learning"
W3212773833,research_ops/cache/fulltext/T203_W3212773833.html,73150,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,Volumetric Parameterization of the Placenta to a Flattened Template
W3212901276,research_ops/cache/fulltext/T203_W3212901276.html,52439,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Interinstitutional Portability of a Deep Learning Brain MRI Lesion Segmentation Algorithm
W3213428332,research_ops/cache/fulltext/T203_W3213428332.html,32881,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Reader Perceptions and Impact of AI on CT Assessment of Air Trapping
W3214230004,research_ops/cache/fulltext/T203_W3214230004.html,48175,2021,IEEE Transactions on Medical Imaging,T178_TMI_2021_venue,medical_imaging,deep_learning,FUS-Net: U-Net-Based FUS Interference Filtering
W3214452440,research_ops/cache/fulltext/T203_W3214452440.html,55101,2021,npj Digital Medicine,T178_npj_DM_2021_venue,clinical_translational,deep_learning,Remote diagnosis of surgical-site infection using a mobile digital intervention: a randomised controlled trial in emergency surgery patients
W3214627974,research_ops/cache/fulltext/T203_W3214627974.html,48217,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,CNN-based Deformable Registration Facilitates Fast and Accurate Air Trapping Measurements at Inspiratory and Expiratory CT
W3215985540,research_ops/cache/fulltext/T203_W3215985540.html,38044,2021,Radiology Artificial Intelligence,T178_Radiology_AI_2021_venue,clinical_imaging|radiology,deep_learning,Automatic Diagnosis Labeling of Cardiovascular MRI by Using Semisupervised Natural Language Processing of Text Reports
W3216277340,research_ops/cache/fulltext/T203_W3216277340.html,45873,2021,Radiology,T178_Radiology_2021_venue,clinical_imaging|radiology,deep_learning,Deep Learning Automated Background Phase Error Correction for Abdominopelvic 4D Flow MRI
W4200039099,research_ops/cache/fulltext/T203_W4200039099.html,41510,2021,Radiology,T178_Radiology_2021_venue,clinical_imaging|radiology,deep_learning,First Clinical Photon-counting Detector CT System: Technical Evaluation
W4200094417,research_ops/cache/fulltext/T203_W4200094417.html,42909,2021,Radiology,T178_Radiology_2021_venue,clinical_imaging|radiology,deep_learning,Abdominal US in Pediatric Inflammatory Multisystem Syndrome Associated with SARS-CoV-2 (PIMS-TS)
W4200104103,research_ops/cache/fulltext/T203_W4200104103.html,53005,2021,Radiology,T178_Radiology_2021_venue,clinical_imaging|radiology,deep_learning,Mucus Plugs in Asthma at CT Associated with Regional Ventilation Defects at <sup>3</sup>He MRI
W4200123143,research_ops/cache/fulltext/T203_W4200123143.html,36981,2021,Radiology,T178_Radiology_2021_venue,clinical_imaging|radiology,deep_learning,"Normal Growth, Sexual Dimorphism, and Lateral Asymmetries at Fetal Brain MRI"
